customerID,Name,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Age,Under 30,Married,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Premium Tech Support,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
9046-DQMTP,Madan Pandey,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mobile Banking,622.5,22197,No,49,No,No,537.6,0,No,No,No,0,0,18816,41013
6439-LAJXL,Bimal Rijal,Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,eSewa,2068.5,17815.5,No,47,No,Yes,1039.2,7,No,Yes,Yes,0,0,9352.8,27168.3
9052-VKDUW,Saraswati Bhatta,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3282,216823.5,No,68,No,Yes,459,29,No,No,Yes,0,0,29835,246658.5
1666-JZPZT,Hira Pariyar,Male,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,eSewa,1470,38740.5,No,61,No,No,80.7,15,No,No,Yes,0,0,2178.9,40919.4
5777-KJIRB,Samjana Phuyal,Female,0,No,No,40,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,eSewa,1507.5,60706.5,No,61,No,No,698.4,6,No,No,Yes,0,0,27936,88642.5
7677-SJJJK,Bimal Gurung,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),597,4618.5,No,26,Yes,Yes,1451.7,0,No,No,No,0,0,11613.6,16232.1
2480-EJWYP,Monali Poudel,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mobile Banking,2934,163764,No,66,No,Yes,1361.1,28,No,No,Yes,0,0,78943.8,242707.8
3253-HKOKL,Khusbhu Chaturvedi,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Cash,3009,157333.5,No,31,No,Yes,239.7,19,Yes,No,Yes,0,0,12464.4,169797.9
7055-HNEOJ,Gyanu Danwar,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,eSewa,1674,4636.5,No,34,No,Yes,125.7,6,No,Yes,Yes,0,0,377.1,5013.6
5514-YQENT,Ruben Pyakurel,Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cash,3334.5,135214.5,No,29,Yes,No,917.4,59,Yes,Yes,Yes,0,0,37613.4,172827.9
3211-AAPKX,Diwash Samal,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,eSewa,2956.5,60958.5,No,26,Yes,No,696.6,59,Yes,Yes,Yes,0,0,13932,74890.5
8445-DNBAE,Mitra Rajput,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cash,1501.5,1501.5,No,24,Yes,No,1291.5,69,No,No,Yes,0,0,1291.5,2793
2958-NHPPS,Ruben Deuba,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cash,625.5,14217,No,45,No,No,1059.6,0,No,No,No,0,0,24370.8,38587.8
6806-YDEUL,Namrata Giri,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mobile Banking,585,3204,No,67,No,No,60.9,0,No,No,No,0,0,365.4,3569.4
1735-XMJVH,Chandan Khadgi,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,eSewa,580.5,4578,No,51,No,Yes,1046.1,0,No,No,No,0,0,8368.8,12946.8
6890-PFRQX,Somya Rakhal,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,eSewa,2085,35982,No,56,No,No,366.3,8,No,No,Yes,0,0,6593.4,42575.4
0222-CNVPT,Yash Gharti,Male,1,No,No,52,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1464,76651.5,No,69,No,No,0,19,Yes,No,Yes,0,0,0,76651.5
5899-OUVKV,Sonam Saaru,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cash,2835,89376,No,56,No,No,1377.6,18,Yes,No,Yes,0,0,42705.6,132081.6
8681-ICONS,Dharma Oli,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,eSewa,619.5,19645.5,No,20,Yes,Yes,739.2,0,No,No,No,0,0,21436.8,41082.3
1621-YNCJH,Karshima Subba,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),3181.5,115032,No,54,No,Yes,577.2,18,Yes,Yes,No,0,1500,20779.2,137311.2
6362-QHAFM,Punya Gotame,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Cash,3249,137584.5,No,53,No,Yes,1273.5,11,Yes,Yes,Yes,0,0,53487,191071.5
3070-BDOQC,Debika Shrestha,Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Cash,2989.5,178231.5,No,38,No,No,504.3,21,Yes,No,Yes,0,0,30258,208489.5
6234-PFPXL,Akul Lamsal,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),2877,67048.5,No,42,No,Yes,1068.6,29,No,Yes,Yes,0,0,23509.2,90557.7
9824-QCJPK,Ranjan Kc,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,eSewa,600,20002.5,No,47,No,Yes,653.1,0,No,No,No,0,0,23511.6,43514.1
4283-IVYCI,Arnav Wagle,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,eSewa,1948.5,16434,No,40,No,No,825.9,11,Yes,Yes,Yes,0,0,7433.1,23867.1
1866-OBPNR,Dev Thapa,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),2238,2238,No,28,Yes,Yes,1289.7,59,No,No,Yes,0,0,1289.7,3527.7
8205-MQUGY,Hina Chhetri,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Cash,1476,17134.5,No,39,No,Yes,287.4,57,No,No,No,0,2400,3448.8,22983.3
8970-ANWXO,Kalika Thapa,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,eSewa,2212.5,52698,No,37,No,No,1050.9,3,Yes,Yes,Yes,0,0,24170.7,76868.7
9480-BQJEI,Tila Kathayat,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mobile Banking,2769,171943.5,No,35,No,No,730.5,16,Yes,No,Yes,0,0,45291,217234.5
6979-TNDEU,Kavya Gotame,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,576,4705.5,No,42,No,No,429.6,0,No,No,No,0,0,3436.8,8142.3
9777-WJJPR,Sridhar Danwar,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),2659.5,80496,No,46,No,Yes,893.1,12,No,No,Yes,0,0,27686.1,108182.1
9495-SKLKD,Sudesh Khadka,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mobile Banking,2878.5,133699.5,No,54,No,Yes,669.3,19,Yes,No,Yes,0,0,30118.5,163818
6048-UWKAL,Nithya Nepal,Female,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),3162,209968.5,No,73,No,Yes,581.7,13,Yes,Yes,Yes,0,0,40137.3,250105.8
5067-DGXLL,Safal Dahal,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,607.5,1104,No,35,No,No,474.9,0,No,No,No,0,0,949.8,2053.8
6281-FKEWS,Rahika Chhetri,Female,0,No,No,44,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Cash,1471.5,67950,No,58,No,No,0,3,Yes,No,Yes,0,0,0,67950
8898-KASCD,Maulik Sapkota,Male,0,No,No,39,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,eSewa,1066.5,39274.5,No,41,No,No,0,14,No,Yes,Yes,0,0,0,39274.5
9242-TKFSV,Gaurav Shahi,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1953,142629,No,53,No,Yes,0,15,Yes,Yes,Yes,0,0,0,142629
9290-SHCMB,Erika Khatiwada,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,2905.5,37066.5,No,74,No,No,800.4,24,Yes,No,Yes,0,0,10405.2,47471.7
0743-HNPFG,Sushila Niraula,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),2092.5,106875,No,50,No,Yes,538.5,14,Yes,Yes,Yes,0,0,27463.5,134338.5
2277-BKJKN,Ranjika Gajmer,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Cash,2976,216412.5,No,70,No,Yes,660,27,Yes,No,Yes,0,0,46860,263272.5
5035-PGZXH,Hansika Tamang,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Cash,3204,177432,No,49,No,No,972.9,2,Yes,No,No,0,900,54482.4,232814.4
8695-WDYEA,Vim Khatiwada,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,eSewa,1537.5,1537.5,No,32,No,No,1179,26,No,No,Yes,0,0,1179,2716.5
6543-JXSOO,Sweata Kumale,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,eSewa,1732.5,38485.5,No,30,No,Yes,386.4,41,No,Yes,Yes,0,0,8887.2,47372.7
8016-ZMGMO,Usha Bista,Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mobile Banking,2125.5,142165.5,No,73,No,Yes,1320.3,17,No,No,Yes,0,0,87139.8,229305.3
8605-ITULD,Sonika Limbu,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,586.5,586.5,No,21,Yes,No,153,0,No,No,No,0,0,153,739.5
6416-YJTTB,Saramsh Raut,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mobile Banking,2385,23869.5,No,20,Yes,No,254.4,52,No,No,Yes,0,0,2798.4,26667.9
4472-VESGY,Manjulika Raut,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mobile Banking,2944.5,149802,No,41,No,Yes,932.7,28,Yes,No,Yes,0,0,48500.4,198302.4
3195-TQDZX,Sanjay Kunwar,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Cash,607.5,1843.5,No,19,Yes,No,47.1,0,No,No,No,0,0,141.3,1984.8
3128-YOVTD,Pinki Shukla,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mobile Banking,2374.5,120556.5,No,29,Yes,Yes,75.9,71,No,No,Yes,0,0,3870.9,124427.4
1728-CXQBE,Hans Shakya,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Cash,2827.5,182442,No,79,No,Yes,699.9,29,No,No,Yes,0,0,44793.6,227235.6
7041-TXQJH,Khusbhu Paneru,Female,0,No,No,37,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1206,44365.5,No,64,No,No,0,6,Yes,No,Yes,0,0,0,44365.5
5014-GSOUQ,Adit Limbu,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,eSewa,598.5,7309.5,No,59,No,No,561.9,0,No,No,No,0,0,7304.7,14614.2
5724-BIDBU,Harsha Gupta,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Cash,1660.5,79018.5,No,29,Yes,Yes,1265.7,52,No,No,Yes,0,0,62019.3,141037.8
0481-SUMCB,Indu Moktan,Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mobile Banking,3064.5,142060.5,No,74,No,No,1023.6,15,No,No,Yes,0,0,46062,188122.5
1769-GRUIK,Sachina Tuladhar,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2133,37432.5,No,19,Yes,No,82.8,26,No,No,No,0,4500,1490.4,43422.9
8819-WFGGJ,Agni Shrestha,Male,0,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mobile Banking,1623,113835,No,42,No,Yes,0,16,Yes,No,Yes,0,0,0,113835
7427-AUFPY,Poojan Pokhrel,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),589.5,30261,No,27,Yes,No,771.6,0,No,No,No,0,0,41666.4,71927.4
2811-POVEX,Siya Khatri,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mobile Banking,2653.5,63916.5,No,74,No,Yes,60.9,53,No,No,Yes,0,0,1400.7,65317.2
7898-PDWQE,Ramesh Manandhar,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),2412,171814.5,No,22,Yes,Yes,541.2,41,Yes,Yes,Yes,0,0,38425.2,210239.7
9972-EWRJS,Nidhi Chhetri,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mobile Banking,577.5,41187,No,56,No,Yes,1462.5,0,No,No,No,0,0,97987.5,139174.5
9314-IJWSQ,Ganga Pathak,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Cash,2544,36117,No,46,No,Yes,797.4,53,No,No,Yes,0,0,11163.6,47280.6
5799-JRCZO,Indu Kc,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),585,36453,No,48,No,No,729.6,0,No,No,No,0,0,45964.8,82417.8
1921-KYSAY,Niti Subba,Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Cash,2058,86311.5,No,36,No,No,1107.9,30,Yes,Yes,Yes,0,0,45423.9,131735.4
6198-RTPMF,Nithya Giri,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Cash,2778,47391,No,46,No,Yes,276.6,13,Yes,No,Yes,0,0,4702.2,52093.2
2924-KHUVI,Arnav Pathak,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Cash,3016.5,165448.5,No,28,Yes,Yes,1407,48,Yes,No,Yes,0,0,78792,244240.5
1925-GMVBW,Pinki Pathak,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),616.5,2883,No,49,No,No,735.9,0,No,No,No,0,0,3679.5,6562.5
6184-DYUOB,Bhumika Kathayat,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,eSewa,588,1657.5,No,28,Yes,Yes,1257,0,No,No,No,0,0,3771,5428.5
9207-ZPANB,Ranjan Baral,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Cash,2023.5,73299,No,42,No,No,391.2,14,No,Yes,Yes,0,0,14474.4,87773.4
9327-QSDED,Aditya Shakya,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,eSewa,1306.5,10062,No,44,No,No,210.6,23,No,No,No,0,300,1684.8,12046.8
1656-DRSMG,Gunjan Sunwar,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3295.5,210088.5,No,40,No,No,570.3,20,Yes,Yes,Yes,0,0,35928.9,246017.4
3012-VFFMN,Fulkumari Siwakoti,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,619.5,4768.5,No,61,No,Yes,150.3,0,No,No,No,0,0,1052.1,5820.6
2984-AFWNC,Suntali Pandit,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Cash,2862,8794.5,No,52,No,No,510.3,28,Yes,No,Yes,0,0,1530.9,10325.4
0640-YJTPY,Gyanu Tuladhar,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mobile Banking,630,44812.5,No,19,Yes,Yes,171,0,No,No,No,0,0,12312,57124.5
8096-LOIST,Durga Dangol,Female,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Cash,1686,32802,No,57,No,No,1206.6,22,Yes,No,Yes,0,0,22925.4,55727.4
9764-REAFF,Prena Poudel,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mobile Banking,552,31735.5,No,60,No,Yes,809.7,0,No,No,No,0,0,47772.3,79507.8
7107-UBYKY,Urvashi Lama,Female,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Cash,772.5,26476.5,No,62,No,Yes,742.8,0,No,No,No,0,0,25998,52474.5
4881-GQJTW,Rishikesh Khadgi,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),588,9012,No,64,No,No,256.2,0,No,No,No,0,0,3586.8,12598.8
7876-DNYAP,Chakrika Khas,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),594,43108.5,No,29,Yes,Yes,251.7,0,No,No,No,0,0,17367.3,60475.8
7905-NJMXS,Suman Mahatara,Male,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Cash,1926,14250,No,68,No,Yes,95.7,26,No,Yes,Yes,0,0,669.9,14919.9
2882-WDTBA,Ishan Khadgi,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mobile Banking,2272.5,161644.5,No,64,No,Yes,1329.9,18,No,Yes,Yes,0,0,91763.1,253407.6
2091-GPPIQ,Samjana Khatiwada,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Cash,2368.5,171904.5,No,56,No,Yes,781.2,6,Yes,Yes,Yes,0,0,56246.4,228150.9
5071-FBJFS,Maalvika Tamang,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Cash,1509,6513,No,61,No,Yes,1339.2,21,No,No,Yes,0,0,5356.8,11869.8
2796-UUZZO,Sandesh Basnet,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),2409,146890.5,No,30,No,Yes,566.4,48,No,No,No,0,1200,35683.2,183773.7
2429-AYKKO,Prijan Dhami,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mobile Banking,595.5,43023,No,52,No,No,102.9,0,No,No,No,0,0,7408.8,50431.8
9798-OPFEM,Naveena Mainali,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Cash,633,28113,No,42,No,No,983.4,0,No,No,No,0,0,45236.4,73349.4
3794-NFNCH,Tej Bhatta,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,eSewa,1500,44247,No,53,No,Yes,694.8,6,No,No,Yes,0,0,20844,65091
5193-QLVZB,Prithivi Adhikari,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mobile Banking,3142.5,196095,No,52,No,No,1462.5,21,Yes,No,Yes,0,0,92137.5,288232.5
7114-AEOZE,Sachina Kharel,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mobile Banking,595.5,33843,No,53,No,No,933.6,0,No,No,No,0,0,56016,89859
5522-NYKPB,Radhe Danwar,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Cash,2577,65971.5,No,26,Yes,Yes,353.7,59,No,Yes,Yes,0,0,8842.5,74814
9957-YODKZ,Mitesh Mahatto,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Cash,2424,13713,No,75,No,Yes,506.1,17,No,No,No,0,900,3036.6,17649.6
6518-KZXCB,Bhavesh Mainali,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,eSewa,757.5,16995,No,61,No,No,143.7,0,No,No,No,0,0,3161.4,20156.4
2245-ADZFJ,Shrijana Kc,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mobile Banking,2416.5,74148,No,58,No,Yes,855.6,2,Yes,Yes,Yes,0,0,26523.6,100671.6
7776-QGYJC,Amrita Magar,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mobile Banking,2445,93219,No,64,No,Yes,1220.4,76,No,Yes,Yes,0,0,47595.6,140814.6
9313-QOLTZ,Gaurav Nepal,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,627,15549,No,31,No,No,951.9,0,No,No,No,0,0,24749.4,40298.4
4672-FOTSD,Bimal Mahatto,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Cash,2017.5,24969,No,54,No,No,1374,4,No,Yes,Yes,0,0,16488,41457
9818-XQCUV,Neelima Baral,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,610.5,1359,No,52,No,No,777.6,0,No,No,No,0,0,1555.2,2914.2
7338-ERIVA,Yuvraj Khatri,Male,0,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Mobile Banking,1351.5,53718,No,40,No,No,0,13,No,Yes,Yes,0,0,0,53718
8259-NFJTV,Sweata Rana,Female,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,eSewa,1039.5,7398,No,37,No,Yes,0,17,No,Yes,Yes,0,0,0,7398
3223-DWFIO,Som Shamsher,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Cash,2080.5,7849.5,No,77,No,No,903.3,25,No,No,Yes,0,0,3613.2,11462.7
6968-GMKPR,Pratiksha Khadgi,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Cash,2446.5,135285,No,39,No,No,670.2,4,No,No,Yes,0,0,36861,172146
4751-ERMAN,Tila Basnet,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mobile Banking,2262,164407.5,No,43,No,Yes,1264.8,18,Yes,No,Yes,0,0,91065.6,255473.1
1436-ZMJAN,Bhanu Pathak,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),2034,19594.5,No,62,No,Yes,1112.4,7,Yes,No,Yes,0,0,11124,30718.5
3292-PBZEJ,Piysuh Moktan,Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cash,3342,35491.5,No,75,No,No,78.9,13,No,Yes,No,0,1200,867.9,37559.4
0799-DDIHE,Vidya Siwakoti,Female,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Cash,1389,19183.5,No,24,Yes,Yes,728.1,27,No,No,Yes,0,0,10921.5,30105
3070-FNFZQ,Indu Khadgi,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mobile Banking,612,14362.5,No,48,No,Yes,1187.7,0,No,No,No,0,0,27317.1,41679.6
2812-SFXMJ,Kabir Thapa Magar,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,601.5,601.5,No,46,No,No,229.8,0,No,No,No,0,0,229.8,831.3
5014-WUQMG,Anurag Thakuri,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Cash,2883,131743.5,No,23,Yes,Yes,467.7,52,Yes,No,Yes,0,0,21981.9,153725.4
5312-TSZVC,Chandrakala Pandit,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,eSewa,589.5,8118,No,36,No,No,706.8,0,No,No,No,0,0,10602,18720
0993-OSGPT,Vidya Phuyal,Female,1,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mobile Banking,1819.5,119277,No,78,No,Yes,1216.5,20,No,Yes,Yes,0,0,82722,201999
7108-DGVUU,Debika Shukla,Female,1,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mobile Banking,2151,44911.5,No,73,No,Yes,909,18,No,No,No,0,3000,19089,67000.5
2782-JEEBU,Mangal Sherpa,Male,0,No,No,21,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,eSewa,1080,23404.5,No,39,No,No,0,9,No,Yes,Yes,0,0,0,23404.5
5127-BZENZ,Sarita Kathayat,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mobile Banking,1956,105364.5,No,62,No,Yes,1191.6,11,No,No,Yes,0,0,66729.6,172094.1
